lat;long;Geometry;ARRONDISSEMENT;NUMERO DE VOIE;NOM DE VOIE;HORAIRES OUVERTURE
48.8557718796; 2.40991820214;"{""type"": ""Point"", ""coordinates"": [2.409918202136271, 48.85577187957395]}";20;;RUE DE LA CROIX SAINT SIMON;6 h - 22 h
48.852719661; 2.40898871152;"{""type"": ""Point"", ""coordinates"": [2.4089887115214133, 48.85271966099392]}";20;64;RUE DU VOLGA;6 h - 22 h
48.8641209728; 2.40898577792;"{""type"": ""Point"", ""coordinates"": [2.408985777918256, 48.86412097277738]}";20;6;PLACE DE LA PORTE DE BAGNOLET;24 h / 24
48.8705858922; 2.39820179353;"{""type"": ""Point"", ""coordinates"": [2.398201793526344, 48.87058589215593]}";20;157;RUE DE MENILMONTANT;6 h - 22 h
48.8600157102; 2.40102151007;"{""type"": ""Point"", ""coordinates"": [2.401021510074872, 48.860015710231416]}";20;171;RUE DES PYRENEES;6 h - 22 h
48.8598552359; 2.348837232;"{""type"": ""Point"", ""coordinates"": [2.348837231996497, 48.85985523591091]}";1;23;BOULEVARD DE SEBASTOPOL;24 h / 24
48.8580216455; 2.34737781833;"{""type"": ""Point"", ""coordinates"": [2.347377818331577, 48.858021645472014]}";1;2;RUE SAINT DENIS;24 h / 24
48.8623402992; 2.34220322324;"{""type"": ""Point"", ""coordinates"": [2.342203223237543, 48.862340299170015]}";1;44;RUE BERGER;6 h - 1 h
48.8636624932; 2.35096273778;"{""type"": ""Point"", ""coordinates"": [2.350962737779847, 48.86366249323445]}";2;69;BOULEVARD DE SEBASTOPOL;6 h - 22 h
48.8674378447; 2.34382098738;"{""type"": ""Point"", ""coordinates"": [2.343820987383387, 48.86743784465512]}";2;37;RUE DU LOUVRE;6 h - 22 h
48.8681621896; 2.34845002883;"{""type"": ""Point"", ""coordinates"": [2.348450028825485, 48.86816218964742]}";2;91;RUE D ABOUKIR;6 h - 22 h
48.8694083017; 2.35350208429;"{""type"": ""Point"", ""coordinates"": [2.353502084290691, 48.86940830167571]}";2;15;BOULEVARD SAINT DENIS;6 h - 22 h
48.8694908822; 2.33834576652;"{""type"": ""Point"", ""coordinates"": [2.338345766521215, 48.86949088217933]}";2;;RUE MENARS;6 h - 22 h
48.866017922; 2.3525443675;"{""type"": ""Point"", ""coordinates"": [2.352544367496988, 48.86601792203414]}";3;90;BOULEVARD DE SEBASTOPOL;6 h - 22 h
48.8635546297; 2.36630552167;"{""type"": ""Point"", ""coordinates"": [2.366305521668965, 48.86355462974816]}";3;07-sept;BOULEVARD DU TEMPLE;24 h / 24
48.8649756655; 2.36013286512;"{""type"": ""Point"", ""coordinates"": [2.360132865119649, 48.8649756655174]}";3;face 171;RUE DU TEMPLE;6 h - 22 h
48.8627443804; 2.35936485767;"{""type"": ""Point"", ""coordinates"": [2.359364857665695, 48.86274438040608]}";3;25;RUE PASTOURELLE;6 h - 22 h
48.8538120546; 2.34924320775;"{""type"": ""Point"", ""coordinates"": [2.349243207749814, 48.85381205460918]}";4;;RUE D ARCOLE;24 h / 24
48.846225219; 2.35487219277;"{""type"": ""Point"", ""coordinates"": [2.354872192769042, 48.84622521898682]}";5;4;RUE JUSSIEU;24 h / 24
48.8413080525; 2.35622468717;"{""type"": ""Point"", ""coordinates"": [2.356224687171632, 48.84130805247418]}";5;26;RUE BUFFON;6 h - 22 h
48.8416407744; 2.34869156688;"{""type"": ""Point"", ""coordinates"": [2.348691566881903, 48.8416407744238]}";5;8;RUE JEAN CALVIN;24 h / 24
48.8478120465; 2.34398782402;"{""type"": ""Point"", ""coordinates"": [2.343987824021736, 48.84781204647996]}";5;123;RUE SAINT JACQUES;6 h - 1 h
48.8379520924; 2.35118650653;"{""type"": ""Point"", ""coordinates"": [2.3511865065303432, 48.83795209241379]}";5;9;AVENUE DES GOBELINS;6 h - 1 h
48.8412025712; 2.33232860028;"{""type"": ""Point"", ""coordinates"": [2.332328600276936, 48.8412025712266]}";6;135bis;BOULEVARD DU MONTPARNASSE;6 h - 22 h
48.8513882825; 2.34280307367;"{""type"": ""Point"", ""coordinates"": [2.3428030736671053, 48.851388282463525]}";6;75;BOULEVARD SAINT GERMAIN;24 h / 24
48.8582136973; 2.29250251202;"{""type"": ""Point"", ""coordinates"": [2.292502512024777, 48.85821369726608]}";7;;QUAI BRANLY;24 h / 24
48.8543011743; 2.30508321089;"{""type"": ""Point"", ""coordinates"": [2.305083210894203, 48.85430117434956]}";7;2;PLACE JOFFRE;24 h / 24
48.8747742506; 2.30321065908;"{""type"": ""Point"", ""coordinates"": [2.30321065907809, 48.87477425058375]}";8;12;PLACE GEORGES GUILLAUMIN;24 h / 24
48.8725278384; 2.32653045058;"{""type"": ""Point"", ""coordinates"": [2.326530450583943, 48.87252783837434]}";8;;RUE VIGNON;24 h / 24
48.8688403461; 2.30122008396;"{""type"": ""Point"", ""coordinates"": [2.301220083956005, 48.86884034607284]}";8;32;AVENUE GEORGE V;6 h - 22 h
48.8743584041; 2.32045168942;"{""type"": ""Point"", ""coordinates"": [2.3204516894207, 48.874358404079125]}";8;44;BOULEVARD MALESHERBES;6 h - 22 h
48.8718385288; 2.36546558631;"{""type"": ""Point"", ""coordinates"": [2.365465586306066, 48.87183852882539]}";10;1;AVENUE RICHERAND;24 h / 24
48.876196047; 2.37218354181;"{""type"": ""Point"", ""coordinates"": [2.372183541812252, 48.87619604703509]}";10;61;BOULEVARD DE LA VILLETTE;24 h / 24
48.8757495125; 2.36046358018;"{""type"": ""Point"", ""coordinates"": [2.360463580181261, 48.87574951247397]}";10;;RUE DU FAUBOURG SAINT MARTIN;24 h / 24
48.8757753953; 2.35625135327;"{""type"": ""Point"", ""coordinates"": [2.356251353269756, 48.87577539533031]}";10;;RUE DU FAUBOURG SAINT DENIS;6 h - 22 h
48.8683953934; 2.3634091433;"{""type"": ""Point"", ""coordinates"": [2.3634091432953293, 48.86839539335952]}";10;12;PLACE DE LA REPUBLIQUE;24 h / 24
48.8541358706; 2.37766692086;"{""type"": ""Point"", ""coordinates"": [2.377666920861265, 48.85413587061923]}";11;125;AVENUE LEDRU ROLLIN;6 h - 1 h
48.859234607; 2.38912226664;"{""type"": ""Point"", ""coordinates"": [2.389122266636218, 48.85923460704497]}";11;opposé 13;BOULEVARD DE MENILMONTANT;6 h - 22 h
48.8648972177; 2.37608280409;"{""type"": ""Point"", ""coordinates"": [2.37608280408982, 48.86489721769716]}";11;58;AVENUE DE LA REPUBLIQUE;24 h / 24
48.86338089; 2.37103957683;"{""type"": ""Point"", ""coordinates"": [2.371039576831422, 48.863380890046976]}";11;face 48;BOULEVARD VOLTAIRE;6 h - 22 h
48.8570427775; 2.37935147554;"{""type"": ""Point"", ""coordinates"": [2.379351475541911, 48.85704277750876]}";11;face 170;AVENUE LEDRU ROLLIN;24 h / 24
48.8717292324; 2.3761963156;"{""type"": ""Point"", ""coordinates"": [2.37619631559805, 48.8717292323979]}";11;116;RUE DU FAUBOURG DU TEMPLE;24 h / 24
48.847134816; 2.38420732177;"{""type"": ""Point"", ""coordinates"": [2.384207321769167, 48.847134816025545]}";12;57;BOULEVARD DIDEROT;6 h - 22 h
48.8332259474; 2.4040143783;"{""type"": ""Point"", ""coordinates"": [2.40401437830226, 48.83322594735412]}";12;7;RUE JOSEPH CHAILLEY;6 h - 1 h
48.845288881; 2.3692517539;"{""type"": ""Point"", ""coordinates"": [2.3692517538974123, 48.84528888096303]}";12;4;BOULEVARD DIDEROT;6 h - 22 h
48.8474448003; 2.3954825438;"{""type"": ""Point"", ""coordinates"": [2.395482543798551, 48.84744480034343]}";12;opposé au 16;PLACE DE LA NATION;24 h / 24
48.8396213356; 2.37821862947;"{""type"": ""Point"", ""coordinates"": [2.378218629470113, 48.83962133557301]}";12;12;BOULEVARD DE BERCY;24 h / 24
48.8297799548; 2.36896816751;"{""type"": ""Point"", ""coordinates"": [2.368968167510454, 48.82977995480669]}";13;26;PLACE JEANNE D ARC;24 h / 24
48.8280565621; 2.35653249546;"{""type"": ""Point"", ""coordinates"": [2.356532495455818, 48.828056562116274]}";13;46;AVENUE D ITALIE;6 h - 22 h
48.8327135265; 2.36158054833;"{""type"": ""Point"", ""coordinates"": [2.361580548327621, 48.8327135265497]}";13;151;BOULEVARD VINCENT AURIOL;6 h - 22 h
48.8430740443; 2.36433399581;"{""type"": ""Point"", ""coordinates"": [2.364333995814195, 48.84307404434087]}";13;3;BOULEVARD DE L HOPITAL;24 h / 24
48.8195836923; 2.36398233556;"{""type"": ""Point"", ""coordinates"": [2.363982335555626, 48.81958369228549]}";13;117;BOULEVARD MASSENA;24 h / 24
48.8189867194; 2.34433502149;"{""type"": ""Point"", ""coordinates"": [2.344335021485223, 48.81898671943687]}";14;2;BOULEVARD JOURDAN;6 h - 22 h
48.8245410206; 2.33948840256;"{""type"": ""Point"", ""coordinates"": [2.339488402556159, 48.82454102064576]}";14;face 30;AVENUE REILLE;24 h / 24
48.831657966; 2.32017895944;"{""type"": ""Point"", ""coordinates"": [2.320178959442557, 48.83165796601526]}";14;face 36;RUE DIDOT;24 h / 24
48.8252447717; 2.31580729655;"{""type"": ""Point"", ""coordinates"": [2.315807296545839, 48.82524477168962]}";14;82;BOULEVARD BRUNE;6 h - 22 h
48.8226298504; 2.32885652026;"{""type"": ""Point"", ""coordinates"": [2.328856520257, 48.822629850444294]}";14;70;BOULEVARD JOURDAN;6 h - 22 h
48.8279445001; 2.305654036;"{""type"": ""Point"", ""coordinates"": [2.305654035996627, 48.82794450006662]}";14;face 231;RUE RAYMOND LOSSERAND;6 h - 22 h
48.8312560816; 2.31610939765;"{""type"": ""Point"", ""coordinates"": [2.3161093976509513, 48.83125608158948]}";14;189;RUE D ALESIA;24 h / 24
48.8325740517; 2.31141918096;"{""type"": ""Point"", ""coordinates"": [2.311419180963207, 48.83257405172335]}";14;147;RUE VERCINGETORIX;6 h - 22 h
48.8282841151; 2.30336605485;"{""type"": ""Point"", ""coordinates"": [2.303366054846169, 48.82828411508565]}";15;185;BOULEVARD LEFEBVRE;6 h - 22 h
48.8309615645; 2.29183408716;"{""type"": ""Point"", ""coordinates"": [2.291834087155501, 48.830961564502616]}";15;face 57;BOULEVARD LEFEBVRE;6 h - 22 h
48.8399779407; 2.32141091703;"{""type"": ""Point"", ""coordinates"": [2.321410917034976, 48.83997794074987]}";15;4;RUE DU COMMANDANT RENE MOUCHOTTE;24 h / 24
48.8460231192; 2.30890949564;"{""type"": ""Point"", ""coordinates"": [2.308909495642407, 48.84602311922872]}";15;;AVENUE DE SUFFREN;6 h - 22 h
48.8319295622; 2.30273348541;"{""type"": ""Point"", ""coordinates"": [2.302733485407442, 48.831929562242436]}";15;76;RUE BRANCION;6 h - 22 h
48.8390921089; 2.28255646788;"{""type"": ""Point"", ""coordinates"": [2.282556467883781, 48.839092108943134]}";15;face 170;RUE DE LOURMEL;6 h - 22 h
48.8392330434; 2.30633269023;"{""type"": ""Point"", ""coordinates"": [2.306332690229286, 48.839233043389605]}";15;face 7;RUE LA QUINTINIE;24 h / 24
48.8453782111; 2.29218246244;"{""type"": ""Point"", ""coordinates"": [2.292182462442717, 48.845378211146034]}";15;face 5;PLACE DU COMMERCE;6 h - 22 h
48.8555327403; 2.2898684072;"{""type"": ""Point"", ""coordinates"": [2.289868407196165, 48.85553274027016]}";15;;QUAI BRANLY;24 h / 24
48.8754279615; 2.27958777194;"{""type"": ""Point"", ""coordinates"": [2.279587771936101, 48.875427961532246]}";16;opposé 39;BOULEVARD DE L AMIRAL BRUIX;6 h - 22 h
48.8508303988; 2.27789099265;"{""type"": ""Point"", ""coordinates"": [2.277890992653795, 48.85083039880586]}";16;9;QUAI LOUIS BLERIOT;6 h - 22 h
48.8683025332; 2.29374015525;"{""type"": ""Point"", ""coordinates"": [2.293740155247112, 48.86830253315825]}";16;face 12;PLACE DES ETATS UNIS;6 h - 22 h
48.895835561; 2.32804076739;"{""type"": ""Point"", ""coordinates"": [2.328040767386878, 48.89583556102396]}";17;2;RUE JACQUES KELLNER;6 h - 22 h
48.8919370861; 2.32718400877;"{""type"": ""Point"", ""coordinates"": [2.32718400877257, 48.89193708606627]}";18;74;AVENUE DE SAINT OUEN;6 h - 22 h
48.8917888229; 2.33522147941;"{""type"": ""Point"", ""coordinates"": [2.335221479410981, 48.89178882290952]}";18;2;RUE MONTCALM;6 h - 22 h
48.884205159; 2.35515147711;"{""type"": ""Point"", ""coordinates"": [2.355151477107851, 48.884205159008594]}";18;60;BOULEVARD DE LA CHAPELLE;6 h - 1 h
48.896429138; 2.3346274324;"{""type"": ""Point"", ""coordinates"": [2.334627432395322, 48.89642913802921]}";18;face 36;RUE LEIBNIZ;6 h - 22 h
48.8993882119; 2.34445799674;"{""type"": ""Point"", ""coordinates"": [2.344457996741505, 48.89938821193774]}";18;11;RUE FRANCIS DE CROISSET;6 h - 22 h
48.901133035; 2.34444160503;"{""type"": ""Point"", ""coordinates"": [2.344441605025125, 48.9011330349834]}";18;;AVENUE DE LA PORTE DE CLIGNANCOURT;6 h - 22 h
48.8842570173; 2.3673810476;"{""type"": ""Point"", ""coordinates"": [2.367381047597127, 48.8842570173169]}";19;220;BOULEVARD DE LA VILLETTE;6 h - 22 h
48.883028778; 2.38142198169;"{""type"": ""Point"", ""coordinates"": [2.381421981691285, 48.883028778035325]}";19;face 5;AVENUE DE LAUMIERE;6 h - 22 h
48.8835019891; 2.38345050145;"{""type"": ""Point"", ""coordinates"": [2.383450501448052, 48.88350198906857]}";19;14;RUE MEYNADIER;6 h - 22 h
48.8989748409; 2.38677478261;"{""type"": ""Point"", ""coordinates"": [2.38677478261204, 48.898974840867325]}";19;9;AVENUE DE LA PORTE DE LA VILLETTE;24 h / 24
48.8762331619; 2.38054129019;"{""type"": ""Point"", ""coordinates"": [2.38054129018795, 48.876233161862956]}";19;face 45;AVENUE SIMON BOLIVAR;24 h / 24
48.8715541615; 2.4021401807;"{""type"": ""Point"", ""coordinates"": [2.402140180700758, 48.87155416154086]}";20;24;RUE SAINT FARGEAU;6 h - 22 h
48.8533162776; 2.40925809907;"{""type"": ""Point"", ""coordinates"": [2.409258099065467, 48.853316277575715]}";20;131;RUE D AVRON;6 h - 22 h
48.8662840548; 2.3897774464;"{""type"": ""Point"", ""coordinates"": [2.389777446404965, 48.86628405480152]}";20;72;RUE DES AMANDIERS;6 h - 22 h
48.871931094; 2.3920523226;"{""type"": ""Point"", ""coordinates"": [2.392052322599437, 48.8719310939533]}";20;296;RUE DES PYRENEES;6 h - 22 h
48.8759443207; 2.40698934293;"{""type"": ""Point"", ""coordinates"": [2.40698934293179, 48.87594432074237]}";20;;BOULEVARD MORTIER;24 h / 24
48.863547401; 2.34247230415;"{""type"": ""Point"", ""coordinates"": [2.342472304145377, 48.86354740100726]}";1;9;RUE COQUILLIERE;6 h - 1 h
48.8579704354; 2.34653567272;"{""type"": ""Point"", ""coordinates"": [2.346535672716451, 48.85797043543068]}";1;17;AVENUE VICTORIA;24 h / 24
48.8600598633; 2.36070068743;"{""type"": ""Point"", ""coordinates"": [2.360700687430824, 48.86005986333013]}";3;2;RUE DES QUATRE FILS;6 h - 22 h
48.85415067; 2.35602360649;"{""type"": ""Point"", ""coordinates"": [2.35602360649244, 48.85415067004832]}";4;;QUAI DE L HOTEL DE VILLE;24 h / 24
48.8476830944; 2.3279690909;"{""type"": ""Point"", ""coordinates"": [2.3279690908977653, 48.84768309439912]}";6;85;BOULEVARD RASPAIL;6 h - 22 h
48.8694709544; 2.31276020043;"{""type"": ""Point"", ""coordinates"": [2.31276020043019, 48.86947095440106]}";8;opposé au 44;AVENUE GABRIEL;24 h / 24
48.8773676992; 2.37097100542;"{""type"": ""Point"", ""coordinates"": [2.370971005417437, 48.877367699186436]}";10;118;BOULEVARD DE LA VILLETTE;6 h - 22 h
48.8770143095; 2.36399050058;"{""type"": ""Point"", ""coordinates"": [2.363990500584436, 48.87701430954486]}";10;;RUE ROBERT BLACHE;6 h - 1 h
48.8781474157; 2.3616456863;"{""type"": ""Point"", ""coordinates"": [2.361645686297735, 48.87814741574719]}";10;face 182;RUE DU FAUBOURG SAINT MARTIN;6 h - 1 h
48.8745920335; 2.36273382814;"{""type"": ""Point"", ""coordinates"": [2.362733828139361, 48.87459203348893]}";10;105;QUAI DE VALMY;6 h - 22 h
48.8700278994; 2.36659750587;"{""type"": ""Point"", ""coordinates"": [2.366597505870816, 48.87002789940877]}";10;face 50;QUAI DE JEMMAPES;24 h / 24
48.8680291958; 2.36532029262;"{""type"": ""Point"", ""coordinates"": [2.365320292619293, 48.868029195806606]}";10;;RUE DU FAUBOURG DU TEMPLE;24 h / 24
48.8539831723; 2.36970018791;"{""type"": ""Point"", ""coordinates"": [2.369700187908606, 48.853983172309]}";11;face 4;BOULEVARD RICHARD LENOIR;24 h / 24
48.8532924467; 2.38788033428;"{""type"": ""Point"", ""coordinates"": [2.387880334276553, 48.853292446707854]}";11;195;BOULEVARD VOLTAIRE;6 h - 22 h
48.8495778168; 2.39630211203;"{""type"": ""Point"", ""coordinates"": [2.396302112025293, 48.849577816842455]}";11;2;AVENUE DE BOUVINES;24 h / 24
48.8588174968; 2.3893212175;"{""type"": ""Point"", ""coordinates"": [2.389321217499664, 48.85881749681137]}";11;face au 7;BOULEVARD DE MENILMONTANT;6 h - 22 h
48.8623006181; 2.37905139141;"{""type"": ""Point"", ""coordinates"": [2.379051391411305, 48.86230061809509]}";11;face 28;RUE DU GENERAL GUILHEM;6 h - 1 h
48.8617407569; 2.37266335235;"{""type"": ""Point"", ""coordinates"": [2.372663352349816, 48.86174075690268]}";11;face 86;BOULEVARD RICHARD LENOIR;24 h / 24
48.8656969801; 2.38095859967;"{""type"": ""Point"", ""coordinates"": [2.3809585996675793, 48.865696980133585]}";11;18;AVENUE JEAN AICARD;6 h - 1 h
48.864242083; 2.37952312143;"{""type"": ""Point"", ""coordinates"": [2.379523121425746, 48.86424208301803]}";11;82;AVENUE DE LA REPUBLIQUE;6 h - 1 h
48.8504315681; 2.38403796052;"{""type"": ""Point"", ""coordinates"": [2.384037960521688, 48.850431568087686]}";11;3;RUE DE MONTREUIL;6 h - 22 h
48.8495804477; 2.39366320703;"{""type"": ""Point"", ""coordinates"": [2.393663207033468, 48.84958044774374]}";11;282;BOULEVARD VOLTAIRE;6 h - 22 h
48.8658415599; 2.36937734153;"{""type"": ""Point"", ""coordinates"": [2.369377341527092, 48.865841559900986]}";11;123;BOULEVARD RICHARD LENOIR;24 h / 24
48.8404563216; 2.40466278548;"{""type"": ""Point"", ""coordinates"": [2.404662785475507, 48.84045632156455]}";12;124;AVENUE DU GENERAL MICHEL BIZOT;6 h - 22 h
48.8405254287; 2.39204037215;"{""type"": ""Point"", ""coordinates"": [2.392040372150276, 48.84052542865816]}";12;179;AVENUE DAUMESNIL;6 h - 22 h
48.844093329; 2.41126547446;"{""type"": ""Point"", ""coordinates"": [2.411265474461863, 48.84409332903893]}";12;6;AVENUE COURTELINE;6 h - 22 h
48.8455922991; 2.384916432;"{""type"": ""Point"", ""coordinates"": [2.384916431999134, 48.845592299131866]}";12;18;RUE ERARD;6 h - 22 h
48.8474515056; 2.37177589009;"{""type"": ""Point"", ""coordinates"": [2.371775890088081, 48.8474515056147]}";12;8;RUE DE LYON;6 h - 1 h
48.8348054392; 2.35780584951;"{""type"": ""Point"", ""coordinates"": [2.357805849511769, 48.834805439179675]}";13;126;BOULEVARD DE L HOPITAL;6 h - 22 h
48.8337173082; 2.36512630736;"{""type"": ""Point"", ""coordinates"": [2.365126307361793, 48.83371730817121]}";13;117;BOULEVARD VINCENT AURIOL;6 h - 22 h
48.8240656789; 2.35309546711;"{""type"": ""Point"", ""coordinates"": [2.353095467114704, 48.8240656789348]}";13;4;PLACE ABBE GEORGES HENOCQUE;6 h - 22 h
48.8268991047; 2.35132877867;"{""type"": ""Point"", ""coordinates"": [2.3513287786665, 48.8268991047308]}";13;4;RUE MARTIN BERNARD;24 h / 24
48.8349615547; 2.34636990605;"{""type"": ""Point"", ""coordinates"": [2.346369906052794, 48.83496155467825]}";13;;BOULEVARD ARAGO;6 h - 22 h
48.8238450194; 2.31818116624;"{""type"": ""Point"", ""coordinates"": [2.318181166243506, 48.823845019436696]}";14;opposé au 8;AVENUE DE LA PORTE DE CHATILLON;6 h - 22 h
48.825507787; 2.30413873243;"{""type"": ""Point"", ""coordinates"": [2.304138732430122, 48.82550778700855]}";14;18;AVENUE DE LA PORTE DE VANVES;6 h - 22 h
48.8348792304; 2.32414276007;"{""type"": ""Point"", ""coordinates"": [2.324142760072422, 48.83487923037213]}";14;131;AVENUE DU MAINE;6 h - 22 h
48.8428648453; 2.29781054036;"{""type"": ""Point"", ""coordinates"": [2.297810540363732, 48.84286484525702]}";15;face 19;RUE LEON LHERMITTE;6 h - 22 h
48.8465506878; 2.28477482095;"{""type"": ""Point"", ""coordinates"": [2.284774820948416, 48.84655068777487]}";15;65;AVENUE EMILE ZOLA;6 h - 1 h
48.8455266144; 2.30189793713;"{""type"": ""Point"", ""coordinates"": [2.30189793713342, 48.84552661441673]}";15;38;RUE CAMBRONNE;6 h - 22 h
48.8478417928; 2.30207203653;"{""type"": ""Point"", ""coordinates"": [2.302072036529616, 48.84784179283768]}";15;;BOULEVARD GARIBALDI;6 h - 22 h
48.8491847075; 2.30356403712;"{""type"": ""Point"", ""coordinates"": [2.303564037123816, 48.8491847075324]}";15;25;AVENUE DE LOWENDAL;6 h - 22 h
48.8572621108; 2.29110456267;"{""type"": ""Point"", ""coordinates"": [2.291104562668087, 48.8572621108294]}";15;73;QUAI BRANLY;24 h / 24
48.8483316189; 2.26053361093;"{""type"": ""Point"", ""coordinates"": [2.260533610934559, 48.8483316189443]}";16;101;BOULEVARD DE MONTMORENCY;6 h - 22 h
48.851292682; 2.27548876659;"{""type"": ""Point"", ""coordinates"": [2.275488766587515, 48.85129268201854]}";16;22;RUE GROS;6 h - 22 h
48.8484437891; 2.25717759424;"{""type"": ""Point"", ""coordinates"": [2.25717759424425, 48.84844378909375]}";16;;PLACE DE LA PORTE D AUTEUIL;24 h / 24
48.8422349218; 2.25617823875;"{""type"": ""Point"", ""coordinates"": [2.25617823875352, 48.84223492180608]}";16;;BOULEVARD MURAT;6 h - 22 h
48.8571927967; 2.26669903431;"{""type"": ""Point"", ""coordinates"": [2.266699034313543, 48.857192796689]}";16;face 38;AVENUE RAPHAEL;24 h / 24
48.8888826761; 2.29757004372;"{""type"": ""Point"", ""coordinates"": [2.29757004371774, 48.888882676103464]}";17;face 1;AVENUE EMILE ET ARMAND MASSARD;6 h - 22 h
48.8884709682; 2.31581150544;"{""type"": ""Point"", ""coordinates"": [2.315811505441223, 48.88847096823836]}";17;;PLACE CHARLES FILLION;24 h / 24
48.8769298905; 2.28595031112;"{""type"": ""Point"", ""coordinates"": [2.285950311120399, 48.8769298904705]}";17;64;AVENUE DE LA GRANDE ARMEE;6 h - 22 h
48.8811175902; 2.28297085554;"{""type"": ""Point"", ""coordinates"": [2.282970855541264, 48.88111759021972]}";17;7;AVENUE DE LA PORTE DES TERNES;6 h - 22 h
48.8894228236; 2.31886670308;"{""type"": ""Point"", ""coordinates"": [2.318866703076726, 48.88942282364005]}";17;96ter;RUE LEMERCIER;6 h - 22 h
48.8963596175; 2.3530164563;"{""type"": ""Point"", ""coordinates"": [2.353016456301597, 48.89635961750966]}";18;138;RUE DES POISSONNIERS;6 h - 22 h
48.8859575419; 2.35627051467;"{""type"": ""Point"", ""coordinates"": [2.356270514670972, 48.88595754194372]}";18;1;RUE SAINT BRUNO;24 h / 24
48.8950895579; 2.35883888856;"{""type"": ""Point"", ""coordinates"": [2.358838888560636, 48.895089557914645]}";18;57;RUE DE LA CHAPELLE;6 h - 22 h
48.884644912; 2.35909848088;"{""type"": ""Point"", ""coordinates"": [2.35909848087648, 48.88464491202468]}";18;;PLACE DE LA CHAPELLE;6 h - 22 h
48.882567343; 2.33677389228;"{""type"": ""Point"", ""coordinates"": [2.336773892278157, 48.88256734295447]}";18;face 34;BOULEVARD DE CLICHY;24 h / 24
48.8933841338; 2.36985563312;"{""type"": ""Point"", ""coordinates"": [2.369855633117845, 48.89338413377642]}";19;154;RUE D AUBERVILLIERS;6 h - 22 h
48.8954953474; 2.37896296772;"{""type"": ""Point"", ""coordinates"": [2.378962967718832, 48.89549534741361]}";19;7;RUE DE CAMBRAI;6 h - 22 h
48.8894777633; 2.38070265061;"{""type"": ""Point"", ""coordinates"": [2.380702650607976, 48.889477763342]}";19;2;RUE DE JOINVILLE;6 h - 22 h
48.894741052; 2.38202690388;"{""type"": ""Point"", ""coordinates"": [2.382026903875655, 48.89474105195624]}";19;177;AVENUE DE FLANDRE;6 h - 22 h
48.8889514414; 2.39309576671;"{""type"": ""Point"", ""coordinates"": [2.393095766711883, 48.8889514413928]}";19;213;AVENUE JEAN JAURES;24 h / 24
48.8793838919; 2.38442043788;"{""type"": ""Point"", ""coordinates"": [2.384420437881086, 48.879383891938495]}";19;;RUE BOTZARIS;24 h / 24
48.8491004469; 2.40258392612;"{""type"": ""Point"", ""coordinates"": [2.40258392612078, 48.84910044694497]}";20;1;RUE DE BUZENVAL;6 h - 22 h
48.8683430107; 2.38189800131;"{""type"": ""Point"", ""coordinates"": [2.381898001311502, 48.86834301072907]}";20;34;BOULEVARD DE BELLEVILLE;6 h - 22 h
48.8547611226; 2.39595517104;"{""type"": ""Point"", ""coordinates"": [2.395955171043603, 48.85476112263232]}";20;118;BOULEVARD DE CHARONNE;6 h - 22 h
48.8538097072; 2.41151638615;"{""type"": ""Point"", ""coordinates"": [2.411516386149459, 48.85380970720609]}";20;6;AVENUE DE LA PORTE DE MONTREUIL;6 h - 22 h
48.8648794077; 2.40077805546;"{""type"": ""Point"", ""coordinates"": [2.400778055461638, 48.86487940765236]}";20;face 12;RUE BELGRAND;6 h - 22 h
48.8623131813; 2.35020308502;"{""type"": ""Point"", ""coordinates"": [2.350203085019233, 48.86231318125602]}";1;55;BOULEVARD DE SEBASTOPOL;6 h - 22 h
48.8683443637; 2.35014625048;"{""type"": ""Point"", ""coordinates"": [2.350146250477204, 48.86834436372816]}";2;face 31;RUE D ALEXANDRIE;6 h - 22 h
48.8712998867; 2.34365407443;"{""type"": ""Point"", ""coordinates"": [2.343654074431694, 48.87129988674203]}";2;27;BOULEVARD POISSONNIERE;24 h / 24
48.8611231272; 2.36703242245;"{""type"": ""Point"", ""coordinates"": [2.367032422454014, 48.86112312715206]}";3;1;BOULEVARD DES FILLES DU CALVAIRE;24 h / 24
48.8630936107; 2.35271771746;"{""type"": ""Point"", ""coordinates"": [2.3527177174595533, 48.86309361074665]}";3;face 34;RUE DU GRENIER SAINT LAZARE;6 h - 22 h
48.8655035113; 2.3522490913;"{""type"": ""Point"", ""coordinates"": [2.352249091304387, 48.86550351132711]}";3;82;BOULEVARD DE SEBASTOPOL;6 h - 22 h
48.8615373524; 2.35003085158;"{""type"": ""Point"", ""coordinates"": [2.350030851579704, 48.861537352354155]}";4;36;BOULEVARD DE SEBASTOPOL;24 h / 24
48.8374184706; 2.35354364655;"{""type"": ""Point"", ""coordinates"": [2.353543646549931, 48.837418470611134]}";5;78;BOULEVARD SAINT MARCEL;6 h - 1 h
48.8443966009; 2.36039470127;"{""type"": ""Point"", ""coordinates"": [2.3603947012655633, 48.84439660085208]}";5;;RUE CUVIER;6 h - 22 h
48.8625217068; 2.30105587551;"{""type"": ""Point"", ""coordinates"": [2.301055875508433, 48.862521706803186]}";7;;QUAI BRANLY;24 h / 24
48.8792272013; 2.30402816181;"{""type"": ""Point"", ""coordinates"": [2.304028161813934, 48.879227201269316]}";8;51;BOULEVARD DE COURCELLES;6 h - 22 h
